ID,Unnamed: 0,Date,city,race_n_time,Racer,Racer_1,LAST_RACER_SAME_AS_CURRENT_RACER,LAST_RACER_SAME_AS_CURRENT_RACER_BINARY,Yas,Speed_in_Secs,GANYAN_TRANS,GANYAN_TRANS_INT,RANK,AG_Percentage,AG_RANK_AMONG_GROUP,AG_RANKING_Score_Normalized,Ranking_Score_Normalized,First_Position_Percentage,Second_Position_Percentage,Third_Position_Percentage,Fourth_Position_Percentage,TOP_THREE_RACER_PERCENTAGE,RANK_LATEST_1ST,RANK_LATEST_2ND,RANK_LATEST_3RD,RANK_LATEST_4TH,RANK_LATEST_5TH,TOPLAM_RACES,TOPLAM_1ST,TOPLAM_2ND,TOPLAM_3RD,TOPLAM_4TH,BIRINCILIK_PERCENTAGE,IKINCILIK_PERCENTAGE,UCUNCULUK_PERCENTAGE,DORDUNCULUK_PERCENTAGE,SPEED_LATEST_1ST,SPEED_LATEST_2nd,SPEED_LATEST_3rd,SPEED_LATEST_4th,SPEED_LATEST_5th,RANK.1,Ranking_Score_Normalized.1,kosu,kosu_saati,at_yası,at_ana,at_baba,Mevsim,KG,K,DB,SK,SKG,TS,GKR,AP,YP,TGK,ÖG,KGS,SGKR,DS
ISSIZ ADAM(11) KG  DB  ,19193,02/10/2015,Bursa,7. Koşu:16:00,İ.GÜNGÖR,İ.GÜNGÖR,True,1,4y a a,95.85,17.05,1705,8,2.0,9,38,50,11,12,12,14,35,8.0,7.0,4.0,8.0,1.0,16,1,1,2,2,6,6,12,12,13.56285863328117,12.73885350318471,13.54751306367331,12.87664177182591,13.29689000517101,8,50,7,16:00,4,a,a,sonbahar,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AYTUANA(4) KG  DB    ,19228,30/09/2015,Elazığ,6. Koşu:16:30,Y.TANER,Y.TANER,True,1,4y a k,102.31,3.35,335,10,20.0,2,81,18,5,6,7,7,18,10.0,11.0,12.0,3.0,6.0,16,0,0,1,1,0,0,6,6,11.72905874303587,11.11179702450769,14.02770471681571,13.73491611890513,13.99906672888474,10,18,6,16:30,4,a,k,sonbahar,1,0,1,0,0,0,0,0,0,0,0,0,0,0
NEIGHBOUR SOLDIER(3),19233,02/10/2015,İstanbul,7. Koşu:19:30,S.KAYA,S.KAYA,True,1,5y d a,138.25,5.0,500,1,8.0,7,57,100,22,17,14,11,53,1.0,6.0,1.0,5.0,2.0,36,8,8,4,2,22,22,11,5,15.91320072332731,16.31041291097948,16.13588110403397,16.07012417823229,16.51186790505676,1,100,7,19:30,5,d,a,sonbahar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GÜLİZAR YELİ(7) DB  SKG  SK  ,19234,30/09/2015,Elazığ,6. Koşu:16:30,Y.ARSLANPENÇE,Y.ARSLANPENÇE,True,1,4y a k,101.96,28.5,2850,9,2.0,9,18,27,3,5,6,7,14,9.0,13.0,8.0,5.0,8.0,13,0,2,1,1,0,15,7,7,11.76932130247156,12.22493887530562,10.40582726326743,12.34657564093253,12.48550789262463,9,27,6,16:30,4,a,k,sonbahar,0,0,1,1,1,0,0,0,0,0,0,0,0,0
GELİN ÇİÇEĞİ(12) KG  K  ,19237,02/10/2015,Bursa,6. Koşu:15:30,N.AVCİ,N.AVCİ,True,1,3y k d,120.09,69.75,6975,10,0.0,12,15,35,9,10,11,11,30,10.0,7.0,14.0,9.0,14.0,10,0,0,0,0,0,0,0,0,12.49063202598051,14.57903049447212,13.51070463521098,13.15922664237271,13.26665986325135,10,35,6,15:30,3,k,d,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AKDEMİR KIZI(2) KG  DB  ,19250,30/09/2015,Elazığ,6. Koşu:16:30,H.ŞANLI,H.ŞANLI,True,1,4y a k,95.7,12.65,1265,5,2.0,8,27,63,6,5,6,8,17,5.0,15.0,8.0,5.0,12.0,16,1,1,1,0,6,6,6,0,12.53918495297806,12.39669421487603,11.17396466233676,11.76009408075265,10.68566340160285,5,63,6,16:30,4,a,k,sonbahar,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ÇAYDAÇIRA(11) KG  SK  ,19317,30/09/2015,Elazığ,3. Koşu:15:00,N.ALTIN,N.ALTIN,True,1,3y a d,138.72,12.1,1210,11,3.0,11,0,9,13,12,11,10,36,11.0,6.0,7.0,7.0,3.0,11,1,0,2,1,9,0,18,9,11.53402537485582,12.78091383533923,13.34428248819544,12.32918935579986,13.05341020341564,11,9,3,15:00,3,a,d,sonbahar,1,0,0,1,0,0,0,0,0,0,0,0,0,0
SİYAHKILIÇ(11) KG  SK  ,19347,02/10/2015,İstanbul,3. Koşu:17:15,C.KARADEMİR,C.KARADEMİR,True,1,4y k a,151.76,55.5,5550,11,1.0,11,28,28,5,5,5,7,15,11.0,10.0,12.0,15.0,5.0,11,0,0,1,0,0,0,9,0,13.17870321560359,12.77760876178887,,12.65822784810127,13.82934587194026,11,28,3,17:15,4,k,a,sonbahar,1,0,0,1,0,0,0,0,0,0,0,0,0,0
GÜMÜŞ KUPA(6) KG  SK  ,19381,02/10/2015,Bursa,2. Koşu:13:30,S.ÇETİN,S.ÇETİN,True,1,3y k e,112.86,17.15,1714,8,2.0,9,38,50,4,5,6,8,15,8.0,9.0,,,,2,0,0,0,0,0,0,0,0,13.29080276448697,13.14924391847469,,,,8,50,2,13:30,3,k,e,sonbahar,1,0,0,1,0,0,0,0,0,0,0,0,0,0
KEŞKE(9) GKR  ,19402,29/09/2015,Diyarbakır,1. Koşu:13:00,M.ALTUKALER,M.ALTUKALER,True,1,3y a d,96.81,7.8,780,8,5.0,7,57,53,2,7,5,6,14,8.0,6.0,14.0,9.0,12.0,10,0,0,0,0,0,0,0,0,12.39541369693213,13.18019205422708,13.52417446185056,12.56544502617801,12.81777397991882,8,53,1,13:00,3,a,d,sonbahar,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GAZAP ATEŞİ(11) KG  K  DB    ,19414,02/10/2015,Bursa,1. Koşu:13:00,M.YEŞİLYAYLA,M.YEŞİLYAYLA,True,1,4y k k,162.53,6.2,620,11,11.0,5,69,28,0,0,5,6,5,11.0,12.0,15.0,11.0,15.0,21,1,0,0,2,4,0,0,9,12.30542053774688,12.62945188178833,14.1643059490085,12.39669421487603,12.83108789295207,11,28,1,13:00,4,k,k,sonbahar,1,1,1,0,0,0,0,0,0,0,0,0,0,0
MİSİ GÜZELİ(7) KG  ,19423,02/10/2015,Bursa,1. Koşu:13:00,T.YILDIZ,T.YILDIZ,True,1,4y a k,161.68,4.75,475,10,11.0,4,76,35,12,11,11,10,34,10.0,4.0,7.0,9.0,1.0,30,3,0,3,3,10,0,10,10,12.37011380504701,14.35235019734482,14.52749328103436,14.46445360526506,14.44251877527441,10,35,1,13:00,4,a,k,sonbahar,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BUZ(6) KG  DB  SK  ,19471,05/10/2015,Bursa,3. Koşu:14:30,S.TIRPAN,S.TIRPAN,True,1,2y d d,79.1,7.65,765,8,2.0,9,55,63,8,9,9,9,26,8.0,,,,,1,0,0,0,0,0,0,0,0,15.17067003792668,,,,,8,63,3,14:30,2,d,d,sonbahar,1,0,1,1,0,0,0,0,0,0,0,0,0,0
KABAHAYDARDAĞI(6) DB  SKG  SK  ,19493,05/10/2015,Şanlıurfa,7. Koşu:21:00,F.YARDIMCI,F.YARDIMCI,True,1,4y d a,93.81,9.8,980,12,3.0,9,30,15,12,10,10,9,32,12.0,7.0,12.0,14.0,17.0,27,3,3,1,1,11,11,3,3,12.7918132395267,13.30376940133038,12.44782895218569,12.50721570136617,12.17677816775302,12,15,7,21:00,4,d,a,sonbahar,0,0,1,1,1,0,0,0,0,0,0,0,0,0
GÜLER SULTAN(18),19498,05/10/2015,Bursa,9. Koşu:17:45,CEM ŞEN,CEM ŞEN,True,1,6y d k,114.0,30.4,3040,16,0.0,15,22,21,7,7,7,8,21,16.0,11.0,11.0,11.0,7.0,31,1,0,2,2,3,0,6,6,14.91228070175439,16.17904813266819,16.222793024199,16.0270679369602,15.66881081972621,16,21,9,17:45,6,d,k,sonbahar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIZLIBERK(11) KG  DB  ,19537,05/10/2015,Şanlıurfa,7. Koşu:21:00,S.ARAS,B.YEŞİLBUDAK,False,0,5y k a,91.31,12.55,1255,11,3.0,10,23,23,2,2,2,1,6,16.0,11.0,6.0,10.0,10.0,26,2,1,3,1,7,3,11,3,,13.1420435877779,13.29579227279837,14.48675496688742,13.42822613132805,11,23,7,21:00,5,k,a,sonbahar,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ÖZGÜRDENİZ(13) KG  K  ,19542,05/10/2015,Şanlıurfa,7. Koşu:21:00,M.KANTAŞ,M.KANTAŞ,True,1,4y k a,89.49,13.8,1380,9,2.0,11,15,38,1,2,4,1,7,9.0,17.0,7.0,3.0,5.0,10,1,0,1,0,10,0,10,0,13.40931947703654,,14.19059054688353,13.22545511124942,15.1550477966892,9,38,7,21:00,4,k,a,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CAZİP(7) KG  K  DB  ,19566,05/10/2015,Şanlıurfa,6. Koşu:20:30,M.KANTAŞ,M.KANTAŞ,True,1,5y d a,129.76,18.1,1810,10,2.0,9,30,30,1,2,4,1,7,10.0,10.0,7.0,7.0,4.0,57,6,4,5,10,10,7,8,17,13.87176325524045,14.72754050073638,14.48750452734516,16.68591965087922,15.50387596899225,10,30,6,20:30,5,d,a,sonbahar,1,1,1,0,0,0,0,0,0,0,0,0,0,0
BUBONA(3) SK  ,19572,05/10/2015,Bursa,5. Koşu:15:30,N.AVCİ,İ.GÜNGÖR,False,0,3y a d,114.74,7.9,790,15,4.0,7,66,26,9,10,11,11,30,,15.0,5.0,7.0,5.0,32,3,6,7,4,9,18,21,12,16.20745542949757,15.68764162454244,16.5380374862183,16.52164335279216,16.57981999052582,15,26,5,15:30,3,a,d,sonbahar,0,0,0,1,0,0,0,0,0,0,0,0,0,0
KÜÇÜK BERİKAN(4),19573,05/10/2015,Şanlıurfa,5. Koşu:20:00,İ.DİLBER,İ.DİLBER,True,1,2y a d,100.74,5.2,520,6,4.0,4,69,61,6,8,11,9,25,6.0,6.0,,,,2,0,0,0,0,0,0,0,0,11.91185229303157,14.54626832270337,,,,6,61,5,20:00,2,a,d,sonbahar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAGIC BLUE(5) KG  SK  ,19578,05/10/2015,Şanlıurfa,5. Koşu:20:00,KEMAL KURT,KEMAL KURT,True,1,2y a d,87.39,8.75,875,5,3.0,5,61,69,6,7,8,8,21,5.0,7.0,,,,2,0,0,0,0,0,0,0,0,13.73154823206317,12.70244522070499,,,,5,69,5,20:00,2,a,d,sonbahar,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ÖZ DİLAR(10) KG  DB  SK  ,19591,05/10/2015,Şanlıurfa,4. Koşu:19:30,AHMET TAŞ,AHMET TAŞ,True,1,4y a k,139.96,41.85,4185,12,1.0,13,0,15,8,8,9,9,25,12.0,8.0,8.0,11.0,10.0,29,1,2,2,1,3,6,6,3,12.14632752214919,11.73708920187793,13.40183158364976,12.85347043701799,12.99545159194282,12,15,4,19:30,4,a,k,sonbahar,1,0,1,1,0,0,0,0,0,0,0,0,0,0
ÇÖREKLİ GÜZELİ(3) KG  DB  SK  ,19594,05/10/2015,Şanlıurfa,4. Koşu:19:30,B.TEPE,B.TEPE,True,1,4y k k,149.54,14.4,1440,13,1.0,8,38,7,6,8,7,9,21,13.0,10.0,7.0,11.0,3.0,35,0,1,6,2,0,2,17,5,11.36819580045473,14.27988576091391,14.79458290656652,13.84590324157029,15.20112254443405,13,7,4,19:30,4,k,k,sonbahar,1,0,1,1,0,0,0,0,0,0,0,0,0,0
ENDÜLÜS(7) SKG  SK  ,19597,05/10/2015,Şanlıurfa,4. Koşu:19:30,UFUK AKAY,UFUK AKAY,True,1,5y a k,134.87,22.65,2265,8,1.0,10,23,46,7,8,10,9,25,8.0,11.0,11.0,11.0,8.0,50,2,2,7,4,4,4,14,8,12.60473048120412,11.42639497238621,12.44106862231535,13.40225923798583,12.93501693871266,8,46,4,19:30,5,a,k,sonbahar,0,0,0,1,1,0,0,0,0,0,0,0,0,0
HÜLYACAN(2) KG  SK  ,19601,05/10/2015,Şanlıurfa,4. Koşu:19:30,D.ÇELİK,D.ÇELİK,True,1,5y d k,128.4,1.6,160,4,47.0,1,92,76,9,9,7,8,25,4.0,8.0,2.0,1.0,1.0,36,14,7,6,3,38,19,16,8,13.2398753894081,13.48098218584497,13.22071244950422,13.63668987296347,13.52641629535328,4,76,4,19:30,5,d,k,sonbahar,1,0,0,1,0,0,0,0,0,0,0,0,0,0
KALPTEN(8),19611,05/10/2015,Bursa,4. Koşu:15:00,N.KILIÇASLAN,N.KILIÇASLAN,True,1,3y k d,89.89,31.65,3165,9,1.0,9,55,57,5,4,7,9,16,9.0,1.0,12.0,10.0,3.0,8,1,0,1,2,12,0,12,25,14.4621203693403,14.80932987782303,14.17202659980377,14.45783132530121,14.90825688073394,9,57,4,15:00,3,k,d,sonbahar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIONEL(2) KG  ,19621,05/10/2015,Bursa,2. Koşu:14:00,S.SOYSAL,S.SOYSAL,True,1,4y a a,141.46,17.4,1739,12,1.0,9,55,42,7,6,7,3,20,12.0,1.0,6.0,10.0,6.0,12,2,1,3,1,16,8,25,8,14.13827230312456,15.36924613847691,15.56117486870259,14.76416193954464,14.46131597975416,12,42,2,14:00,4,a,a,sonbahar,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FERFURİY(6) KG  ,19629,05/10/2015,Şanlıurfa,2. Koşu:18:30,M.AVŞAR,M.AVŞAR,True,1,3y d d,97.52,5.45,545,13,10.0,3,76,7,9,9,9,9,27,13.0,3.0,7.0,3.0,10.0,8,1,1,2,0,12,12,25,0,12.30516817063167,13.73916719509617,12.03731567860367,12.90045151580305,12.14820813929945,13,7,2,18:30,3,d,d,sonbahar,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LEGION DHONNEUR(1) KG  SK  SGKR  ,19630,05/10/2015,Bursa,2. Koşu:14:00,A.ARİF ENTÜRK,İ.BAGUÇ,False,0,7y d a,140.34,45.1,4510,11,0.0,13,33,47,0,0,0,0,0,18.0,11.0,14.0,18.0,14.0,100,10,11,5,12,10,11,5,12,,14.2511044605957,,,14.85884101040119,11,47,2,14:00,7,d,a,sonbahar,1,0,0,1,0,0,0,0,0,0,0,0,1,0
LOW CLOUD(5) KG  K  DB  ,19788,30/09/2015,Elazığ,2. Koşu:14:30,H.DEMİRTAŞ,H.DEMİRTAŞ,True,1,3y a e,127.59,8.1,810,6,3.0,6,45,54,6,8,7,8,21,6.0,12.0,9.0,2.0,13.0,8,0,1,0,0,0,12,0,0,12.54016772474332,13.88888888888889,13.98880895283773,14.69507714915503,14.76793248945148,6,54,2,14:30,3,a,e,sonbahar,1,1,1,0,0,0,0,0,0,0,0,0,0,0
PEKER PEKMEZ(17) K  YP  ,20046,09/10/2015,İstanbul,10. Koşu:21:00,C.KARADEMİR,C.KARADEMİR,True,1,4y a a,117.23,15.4,1540,12,2.0,12,26,21,5,5,5,7,15,12.0,12.0,3.0,10.0,5.0,28,1,0,3,2,3,0,10,7,13.6483835195769,14.0,14.72754050073638,12.70199703620069,14.88253428298076,12,21,10,21:00,4,a,a,sonbahar,0,1,0,0,0,0,0,0,1,0,0,0,0,0
LIFE IS LIVE(5) DB  SK  ,20050,13/10/2015,Diyarbakır,8. Koşu:17:00,M.DOĞAN,M.DOĞAN,True,1,4y d k,84.45,9.65,965,12,4.0,9,40,26,8,10,9,11,27,12.0,5.0,11.0,7.0,12.0,21,2,1,0,0,9,4,0,0,14.20959147424512,14.47003496925118,14.79289940828402,15.7418339236521,16.08201829329581,12,26,8,17:00,4,d,k,sonbahar,0,0,1,1,0,0,0,0,0,0,0,0,0,0
PRENSES ZEYNEP(15) DB  SKG  ,20055,13/10/2015,Diyarbakır,8. Koşu:17:00,M.P.DEMİR,M.P.DEMİR,True,1,4y d k,83.11,9.85,985,11,3.0,11,26,33,9,7,8,10,24,11.0,5.0,9.0,11.0,8.0,35,1,3,1,2,2,8,2,5,14.43869570448803,15.56016597510373,13.3847728525313,14.51554372807548,15.40436456996149,11,33,8,17:00,4,d,k,sonbahar,0,0,1,0,1,0,0,0,0,0,0,0,0,0
SEMAYU(11) SK  ,20058,13/10/2015,Diyarbakır,8. Koşu:17:00,BURAK AKÇAY,BURAK AKÇAY,True,1,4y a k,88.33,16.15,1614,15,2.0,13,13,6,9,9,9,9,27,15.0,14.0,17.0,5.0,5.0,23,0,3,1,2,0,13,4,8,13.58541831767237,13.35240820219361,13.28644001563111,14.10105757931845,13.02422505860901,15,6,8,17:00,4,a,k,sonbahar,0,0,0,1,0,0,0,0,0,0,0,0,0,0
TEKELİHAN(8) K  ,20069,13/10/2015,Diyarbakır,7. Koşu:16:30,N.ALTIN,N.ALTIN,True,1,5y k a,154.79,4.25,425,6,13.0,4,73,66,13,12,11,10,36,6.0,7.0,12.0,12.0,5.0,49,7,2,5,5,14,4,10,10,12.92073131339234,13.27606403748536,11.53668666359022,12.10727041588474,14.33691756272401,6,66,7,16:30,5,k,a,sonbahar,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ATEŞKARTALI(7) t  KG  DB  ,20086,13/10/2015,Diyarbakır,6. Koşu:16:00,H.ALTUNKILIÇ,H.ALTUNKILIÇ,True,1,6y k a,139.02,6.25,625,8,2.0,6,60,53,10,10,10,10,30,8.0,9.0,15.0,12.0,7.0,54,6,2,6,3,11,3,11,5,12.22845633721766,,12.56447559846581,11.15656377835627,12.4893556627874,8,53,6,16:00,6,k,a,sonbahar,1,0,1,0,0,0,0,0,0,0,0,0,0,0
MIRLINDA(7) KG  ,20087,13/10/2015,Diyarbakır,5. Koşu:15:30,M.P.DEMİR,M.P.DEMİR,True,1,2y d d,97.57,7.25,725,8,3.0,5,66,53,9,7,8,10,24,8.0,,,,,1,0,0,0,0,0,0,0,0,12.29886235523214,,,,,8,53,5,15:30,2,d,d,sonbahar,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KAANEFE(3) t  KG  K  ,20093,13/10/2015,Diyarbakır,6. Koşu:16:00,F.YARDIMCI,F.YARDIMCI,True,1,10y k a,125.74,1.45,145,1,49.0,1,93,100,12,10,10,9,32,1.0,3.0,4.0,2.0,2.0,98,29,17,8,9,29,17,8,9,13.51996182599014,13.56527290137249,12.69888697990588,13.55661881977671,13.94538059267868,1,100,6,16:00,10,k,a,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ÜNALAĞA(5) KG  K  ,20103,13/10/2015,Diyarbakır,5. Koşu:15:30,M.DOĞAN,M.DOĞAN,True,1,2y a e,87.29,9.6,960,7,3.0,6,60,60,8,10,9,11,27,7.0,8.0,7.0,11.0,,4,0,0,0,0,0,0,0,0,13.7472791843281,14.20959147424512,12.9900803023146,12.68303931742188,,7,60,5,15:30,2,a,e,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
BOZOVAGÜZELİ(4) SK  ,20110,13/10/2015,Diyarbakır,3. Koşu:14:30,İ.DİLBER,İ.DİLBER,True,1,3y a d,99.56,7.0,700,16,4.0,9,40,0,6,8,11,9,25,16.0,8.0,9.0,1.0,6.0,5,1,0,0,0,20,0,0,0,12.05303334672559,13.07583987125327,12.70378996400593,13.1966297837783,12.67293272784877,16,0,3,14:30,3,a,d,sonbahar,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CHESNUT CHARM(14) DB  ,20154,07/10/2015,İstanbul,7. Koşu:21:00,A.ASLAN,A.ASLAN,True,1,3y a e,86.21,69.45,6945,10,0.0,14,6,35,7,8,8,9,23,10.0,10.0,7.0,3.0,11.0,13,0,0,1,0,0,0,7,0,16.23941538104628,15.38698261270965,16.33542063708141,16.10715496778569,16.13460873573816,10,35,7,21:00,3,a,e,sonbahar,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TRAKYA(16) DB  SK  ,20158,07/10/2015,İstanbul,7. Koşu:21:00,DOĞUKAN SAV,DOĞUKAN SAV,True,1,3y d e,86.39,30.65,3065,11,1.0,13,13,28,8,10,9,10,27,11.0,5.0,9.0,7.0,,4,0,0,0,0,0,0,0,0,16.20557934946174,16.01024655779699,16.35705105736652,16.14505712866369,,11,28,7,21:00,3,d,e,sonbahar,0,0,1,1,0,0,0,0,0,0,0,0,0,0
THE TIME MACHINE(6) KG  K  ,20178,07/10/2015,İstanbul,6. Koşu:20:30,G.YILDIZ,E.METİN,False,0,2y d e,74.49,6.9,690,5,7.0,5,66,71,7,8,9,10,24,8.0,9.0,5.0,2.0,5.0,11,0,3,0,0,0,27,0,0,,,16.10954490535643,16.23200952277892,16.39964677683865,5,71,6,20:30,2,d,e,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
KEMALHAN(4) KG  K  ,20186,07/10/2015,İstanbul,5. Koşu:20:00,B.KURDU,B.KURDU,True,1,5y d a,99.15,9.75,975,6,5.0,5,66,64,11,11,10,11,32,6.0,4.0,4.0,8.0,1.0,27,5,3,4,6,18,11,14,22,16.13716591023701,15.83987328101375,15.62944018186985,14.92908683752177,15.93323216995448,6,64,5,20:00,5,d,a,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SUBIRA(12) (GER) SKG  SK    ,20191,09/10/2015,İstanbul,7. Koşu:19:30,R.ARSLAN,R.ARSLAN,True,1,5y d k,141.54,12.9,1290,15,6.0,7,60,0,10,10,10,11,30,15.0,10.0,9.0,9.0,8.0,22,1,2,1,1,4,9,4,4,14.13028119259573,15.68258448992394,16.35412123855211,15.35626535626536,15.87699506977522,15,0,7,19:30,5,d,k,sonbahar,0,0,0,1,1,0,0,0,0,0,0,0,0,0
BAŞKAN NEXIA(2) KG  SK  ,20197,09/10/2015,İstanbul,7. Koşu:19:30,Y.BİLİK,Y.BİLİK,True,1,6y d a,126.63,24.05,2405,10,2.0,10,40,35,8,7,7,8,22,10.0,5.0,1.0,2.0,1.0,55,8,11,8,9,14,20,14,16,15.79404564479191,15.38461538461539,15.8340590610403,15.92356687898089,16.04768454837231,10,35,7,19:30,6,d,a,sonbahar,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ESTİGEÇTİ(3) KG  ,20215,09/10/2015,Bursa,8. Koşu:17:30,M.DEMİRBAŞ,M.DEMİRBAŞ,True,1,3y d d,131.23,10.8,1080,16,5.0,5,72,6,11,10,10,10,31,16.0,7.0,11.0,9.0,4.0,20,1,4,1,2,5,20,5,10,15.2404175874419,14.99046061597165,15.98337728762088,16.31131306070139,16.81759379042691,16,6,8,17:30,3,d,d,sonbahar,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KEBERLİ SULTANI(9) K  DB  ,20227,06/10/2015,Diyarbakır,8. Koşu:17:00,H.DEMİRTAŞ,A.C.BİNİZETOĞLU,False,0,3y d d,145.78,21.4,2140,12,1.0,9,35,21,6,8,7,8,21,18.0,12.0,8.0,4.0,6.0,7,0,0,0,1,0,0,0,14,,13.03333790643435,14.80384900074019,14.11432604093154,13.43342552350849,12,21,8,17:00,3,d,d,sonbahar,0,1,1,0,0,0,0,0,0,0,0,0,0,0
NATALMA FIRE(11) K  ,20236,06/10/2015,Diyarbakır,8. Koşu:17:00,A.ŞAŞMAZ,A.ŞAŞMAZ,True,1,3y d d,141.51,21.1,2110,9,1.0,10,28,42,8,6,8,7,22,9.0,9.0,5.0,4.0,4.0,15,0,0,0,2,0,0,0,13,13.42661296021483,14.67351430667645,13.61933946203609,14.43927482753088,13.52534012252367,9,42,8,17:00,3,d,d,sonbahar,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LADY KRUSEVAC(10) KG  K  DB  ,20237,06/10/2015,Diyarbakır,8. Koşu:17:00,M.A.AKTÜRK,M.A.AKTÜRK,True,1,3y a d,144.36,18.35,1835,11,2.0,7,50,28,10,8,10,10,28,11.0,10.0,13.0,8.0,3.0,15,0,1,2,1,0,6,13,6,13.16154059296204,14.51679800912484,13.09328968903437,16.01708489054992,15.18438177874187,11,28,8,17:00,3,a,d,sonbahar,1,1,1,0,0,0,0,0,0,0,0,0,0,0
EL CALAFATE(8) SK  ,20242,09/10/2015,Bursa,8. Koşu:17:30,T.YILDIZ,T.YILDIZ,True,1,3y a d,125.55,4.7,470,6,9.0,2,88,68,12,11,11,10,34,6.0,1.0,12.0,10.0,10.0,12,1,1,2,0,8,8,16,0,15.92990840302668,15.97143930853063,16.21402513173895,15.87964897618053,15.55330896648262,6,68,8,17:30,3,a,d,sonbahar,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GÜVENAY(6) KG  DB  ,20300,06/10/2015,Diyarbakır,7. Koşu:16:30,H.ALTUNKILIÇ,H.ŞANLI,False,0,6y k a,90.64,13.75,1375,7,2.0,7,50,57,10,10,10,10,30,9.0,7.0,7.0,17.0,3.0,80,6,6,11,10,7,7,13,12,12.24289911851126,13.23918799646955,13.08472358521426,11.44241771555496,13.39136257114161,7,57,7,16:30,6,k,a,sonbahar,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ABUDARAM(6) K  DB    ,20393,10/10/2015,Ankara,5. Koşu:16:00,A.SÖZEN,A.SÖZEN,True,1,2y a d,86.49,3.1,310,4,16.0,3,72,70,13,13,13,12,39,4.0,7.0,4.0,2.0,2.0,6,0,2,0,3,0,33,0,50,16.18684240952711,16.09707776126795,16.22363659054037,16.3419233186675,16.28885570788652,4,70,5,16:00,2,a,d,sonbahar,0,1,1,0,0,0,0,0,0,0,0,0,0,0
SAYANORA(6) t  DB  SK  ,20408,09/10/2015,İstanbul,2. Koşu:16:45,HAKAN YILDIZ,HAKAN YILDIZ,True,1,2y d d,73.9,2.4,240,4,20.0,3,86,78,8,9,10,10,27,4.0,3.0,1.0,3.0,3.0,8,1,0,3,4,12,0,37,50,16.2381596752368,15.98033189920099,15.88141874007411,16.359918200409,15.72327044025157,4,78,2,16:45,2,d,d,sonbahar,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ALHANA(9) K  SKG  ,20424,06/10/2015,Diyarbakır,4. Koşu:15:00,H.DEMİRTAŞ,H.DEMİRTAŞ,True,1,3y a e,95.66,11.6,1160,14,4.0,9,35,7,6,8,7,8,21,14.0,1.0,5.0,,,3,1,0,0,0,33,0,0,0,12.54442818314865,13.65653806759986,12.69474899019042,,,14,7,4,15:00,3,a,e,sonbahar,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WORLDWIDE(15) KG  SK  ,20432,09/10/2015,Bursa,4. Koşu:15:30,O.ATMACA,O.ATMACA,True,1,3y d e,94.04,22.7,2270,15,4.0,9,50,12,7,9,9,11,25,15.0,4.0,3.0,7.0,6.0,9,1,1,2,1,11,11,22,11,14.88728200765632,16.04216798441618,15.01264222503161,14.62365591397849,16.77383282079955,15,12,4,15:30,3,d,e,sonbahar,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ÇELAKIL(3) KG    ,20452,09/10/2015,İstanbul,1. Koşu:16:15,E.DENİZHAN,E.DENİZHAN,True,1,3y k e,82.97,9.25,925,6,4.0,6,66,64,2,6,2,2,10,6.0,8.0,10.0,5.0,,4,0,0,0,0,0,0,0,0,14.46305893696517,14.18583443104671,13.18764129615674,12.85209382028489,,6,64,1,16:15,3,k,e,sonbahar,1,0,0,0,0,0,0,0,0,0,0,0,0,0
