ID,Unnamed: 0,Date,city,race_n_time,Racer,Racer_1,LAST_RACER_SAME_AS_CURRENT_RACER,LAST_RACER_SAME_AS_CURRENT_RACER_BINARY,Yas,Speed_in_Secs,GANYAN_TRANS,GANYAN_TRANS_INT,RANK,AG_Percentage,AG_RANK_AMONG_GROUP,AG_RANKING_Score_Normalized,Ranking_Score_Normalized,First_Position_Percentage,Second_Position_Percentage,Third_Position_Percentage,Fourth_Position_Percentage,TOP_THREE_RACER_PERCENTAGE,RANK_LATEST_1ST,RANK_LATEST_2ND,RANK_LATEST_3RD,RANK_LATEST_4TH,RANK_LATEST_5TH,TOPLAM_RACES,TOPLAM_1ST,TOPLAM_2ND,TOPLAM_3RD,TOPLAM_4TH,BIRINCILIK_PERCENTAGE,IKINCILIK_PERCENTAGE,UCUNCULUK_PERCENTAGE,DORDUNCULUK_PERCENTAGE,SPEED_LATEST_1ST,SPEED_LATEST_2nd,SPEED_LATEST_3rd,SPEED_LATEST_4th,SPEED_LATEST_5th,RANK.1,Ranking_Score_Normalized.1,kosu,kosu_saati,at_yası,at_ana,at_baba,Mevsim,KG,K,DB,SK,SKG,TS,GKR,AP,YP,TGK,ÖG,KGS,SGKR,DS
KONYA GÜZELİ(10) DB  SKG  SK  ,20502,10/10/2015,Ankara,1. Koşu:14:00,O.Ş.İRTİŞ,O.Ş.İRTİŞ,True,1,3y d d,119.8,13.95,1395,10,,0,100,9,5,5,7,8,17,10.0,14.0,5.0,8.0,5.0,14,0,2,1,2,0,14,7,14,15.85976627712855,15.5342980950045,14.70981545867879,16.03298213467705,16.42935377875137,10,9,1,14:00,3,d,d,sonbahar,0,0,1,1,1,0,0,0,0,0,0,0,0,0
VARDARLI(6) K  DB    ,20518,09/10/2015,Bursa,1. Koşu:14:00,T.ALICI,T.ALICI,True,1,4y a k,136.42,1.85,185,11,,0,100,37,7,8,8,10,23,11.0,15.0,10.0,7.0,1.0,23,1,7,3,3,4,30,13,13,13.19454625421493,14.16765053128689,13.05312622373058,13.06240928882438,14.10768869033623,11,37,1,14:00,4,a,k,sonbahar,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ÖZTURGUT(8) KG  ,20698,06/10/2015,Diyarbakır,2. Koşu:14:00,N.ALTIN,M.P.DEMİR,False,0,6y k a,154.3,7.25,725,7,,0,100,57,13,12,11,10,36,6.0,7.0,9.0,6.0,9.0,70,5,4,13,2,7,5,18,2,12.7074301091344,12.96176279974076,12.23438506117192,13.92011992718706,12.55605381165919,7,57,2,14:00,6,k,a,sonbahar,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GENÇ KARA ŞİMŞEK(12) KG  K  ,20707,16/10/2015,Bursa,9. Koşu:17:30,O.ATMACA,O.ATMACA,True,1,3y d d,134.11,18.45,1845,17,2.0,13,25,0,7,9,9,11,25,17.0,2.0,6.0,6.0,5.0,11,0,1,2,1,0,9,18,9,14.91313101185594,15.8154246906689,15.85288522511097,16.12531674729325,16.19170984455959,17,0,9,17:30,3,d,d,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AKAN NEHİR(8) t  KG  DB  ,20711,17/10/2015,Ankara,9. Koşu:17:30,Ö.KAYA,Ö.KAYA,True,1,5y k a,102.1,13.65,1365,17,3.0,9,55,5,12,12,11,11,35,17.0,10.0,3.0,6.0,8.0,61,3,6,5,7,4,9,8,11,13.71204701273262,14.68120805369128,14.57837796363078,13.67903998010321,13.95519647447668,17,5,9,17:30,5,k,a,sonbahar,1,0,1,0,0,0,0,0,0,0,0,0,0,0
BRAVE WARRIOR(12),20716,16/10/2015,İstanbul,9. Koşu:21:00,F.YÜKSEL,F.YÜKSEL,True,1,4y d a,88.95,10.3,1030,16,2.0,11,37,11,10,11,11,11,32,16.0,7.0,7.0,4.0,8.0,23,1,1,0,2,4,4,0,8,15.73917931422147,16.22267759562842,16.26772019521264,16.39920346726016,16.17076326002587,16,11,9,21:00,4,d,a,sonbahar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PATRONESS(16) K  ,20719,16/10/2015,İstanbul,9. Koşu:21:00,S.AKBULAT,S.AKBULAT,True,1,4y d k,86.58,175.35,17535,10,0.0,17,0,47,5,6,6,7,17,10.0,12.0,9.0,6.0,8.0,22,0,2,1,0,0,9,4,0,16.17001617001617,15.86771337898781,14.58351205284379,15.77494413040621,16.25575724735844,10,47,9,21:00,4,d,k,sonbahar,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CYRSTAL CLEAR(2),20751,16/10/2015,İstanbul,7. Koşu:20:00,U.POLAT,U.POLAT,True,1,4y d k,138.66,5.15,515,4,8.0,4,81,82,15,14,13,12,42,4.0,3.0,2.0,7.0,5.0,27,5,5,2,3,18,18,7,11,15.86614741093322,15.85928489042676,15.64611336320318,15.96715328467153,15.88562351072279,4,82,7,20:00,4,d,k,sonbahar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEKTAÇ(13) t  K  ,20817,17/10/2015,Ankara,9. Koşu:17:30,A.E.TÜLEK,A.E.TÜLEK,True,1,4y k a,101.95,18.55,1855,16,1.0,14,27,11,9,8,9,8,26,16.0,16.0,4.0,5.0,4.0,6,0,1,0,2,0,16,0,33,13.73222167729279,14.12286895995158,14.89995742869306,14.99437710858428,14.35921981572335,16,11,9,17:30,4,k,a,sonbahar,0,1,0,0,0,0,0,0,0,0,0,0,0,0
İKİSAKİN(15) t  ,20820,17/10/2015,Ankara,9. Koşu:17:30,İ.ERSÖZ,İ.ERSÖZ,True,1,4y k k,97.86,170.45,17045,12,0.0,19,0,35,4,5,7,7,16,12.0,,,,,1,0,0,0,0,0,0,0,0,14.30615164520744,,,,,12,35,9,17:30,4,k,k,sonbahar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TACİR(12) t  KG  ,20822,17/10/2015,Ankara,9. Koşu:17:30,H.KILIÇARSLAN,H.KILIÇARSLAN,True,1,4y a a,99.36,29.5,2950,15,2.0,13,33,17,7,8,9,10,24,15.0,11.0,2.0,7.0,12.0,14,0,1,3,0,0,7,21,0,14.09017713365539,14.01283280477911,14.42015786278082,14.45260749126822,14.25677196668417,15,17,9,17:30,4,a,a,sonbahar,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AFFANBEY(17) t  KG  DB  ,20829,17/10/2015,Ankara,9. Koşu:17:30,O.BULUT,O.BULUT,True,1,5y a a,94.42,11.35,1135,7,3.0,8,61,64,7,8,8,9,23,7.0,16.0,10.0,10.0,5.0,41,5,4,5,2,12,9,12,4,14.82736708324508,,13.45593182327876,13.63512407962912,14.31297709923664,7,64,9,17:30,5,a,a,sonbahar,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SERAMIS(5) t  DB  SK  ,20834,17/10/2015,Ankara,9. Koşu:17:30,MÜS.ÇELİK,MÜS.ÇELİK,True,1,6y a a,93.89,7.55,755,4,8.0,5,77,82,14,13,13,12,40,4.0,2.0,12.0,4.0,1.0,52,3,7,6,5,5,13,11,9,14.9110661412291,14.74654377880184,14.60006257169674,14.10437235543018,15.31784528976257,4,82,9,17:30,6,a,a,sonbahar,0,0,1,1,0,0,0,0,0,0,0,0,0,0
CANYİĞİT(1) KG  DB  SK  ,20896,17/10/2015,Ankara,2. Koşu:14:00,H.KARATAŞ,H.KARATAŞ,True,1,5y k a,80.24,1.15,114,3,41.0,1,100,88,27,19,15,11,61,3.0,1.0,3.0,1.0,3.0,24,7,5,9,1,29,20,37,4,14.95513459621137,15.3041703864303,14.94927923117992,14.67197652483756,14.80457954994078,3,88,2,14:00,5,k,a,sonbahar,1,0,1,1,0,0,0,0,0,0,0,0,0,0
PANGO(2) KG  K  DB  ,20920,16/10/2015,Bursa,9. Koşu:17:30,M.DEMİRBAŞ,M.DEMİRBAŞ,True,1,5y d a,124.55,4.45,445,1,12.0,2,93,100,11,10,10,10,31,1.0,4.0,3.0,4.0,3.0,34,2,6,7,5,5,17,20,14,16.0578081091931,16.30966619549853,15.97792141767739,16.67593107281823,16.3823841187241,1,100,9,17:30,5,d,a,sonbahar,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SEVİYE(12) KG  DB  SK  ,20939,16/10/2015,Bursa,6. Koşu:16:00,Ç.CANPOLAT,Ç.CANPOLAT,True,1,3y k d,105.2,10.55,1055,8,2.0,4,81,56,6,5,5,7,16,8.0,5.0,6.0,9.0,7.0,5,0,0,0,0,0,0,0,0,13.30798479087452,14.80750246791708,14.73938094600027,,,8,56,6,16:00,3,k,d,sonbahar,1,0,1,1,0,0,0,0,0,0,0,0,0,0
NİLAYA(8) K  ,20988,16/10/2015,Bursa,2. Koşu:14:00,REC.ÖZŞAHİN,REC.ÖZŞAHİN,True,1,3y d d,133.78,38.9,3890,8,0.0,8,56,56,6,7,7,8,20,8.0,17.0,11.0,10.0,13.0,9,0,0,0,0,0,0,0,0,14.94991777545223,15.10459935050223,14.13956583215504,13.91497947540527,13.39004410838059,8,56,2,14:00,3,d,d,sonbahar,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FATHER MOUNTAIN(2) SK  ,21064,17/10/2015,Kocaeli,3. Koşu:19:30,AH.ARSLAN,AH.ARSLAN,True,1,5y k a,135.96,24.85,2485,8,2.0,12,21,50,7,8,8,9,23,8.0,9.0,7.0,9.0,14.0,57,7,6,8,5,12,10,14,8,14.71020888496617,14.43418013856813,14.60415065334358,14.76135804494013,15.29219006007646,8,50,3,19:30,5,k,a,sonbahar,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DURAK(11) KG  ,21086,06/10/2015,Adana,8. Koşu:21:00,E.TUNÇ,E.TUNÇ,True,1,4y a k,122.76,23.15,2315,13,1.0,10,33,7,7,8,8,9,23,13.0,11.0,4.0,10.0,9.0,8,0,0,0,1,0,0,0,12,13.84815900944933,13.78709817865177,14.44350042480884,14.55957291919437,11.58916413153701,13,7,8,21:00,4,a,k,sonbahar,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ROYAL BEAUTY(5) K  DB  ,21116,06/10/2015,Adana,6. Koşu:20:00,G.KOCAKAYA,G.KOCAKAYA,True,1,6y d k,129.47,2.35,235,3,18.0,3,80,84,16,15,13,12,44,3.0,2.0,10.0,2.0,2.0,39,10,11,6,2,25,28,15,5,15.4475940372287,16.21982635244728,14.84179990555218,15.48492257538712,16.18950238582141,3,84,6,20:00,6,d,k,sonbahar,0,1,1,0,0,0,0,0,0,0,0,0,0,0
THIS IS IT(11) KG  K  ,21118,06/10/2015,Adana,5. Koşu:19:30,H.PARILDAR,H.PARILDAR,True,1,7y a a,100.37,21.15,2115,10,1.0,11,26,30,5,7,7,8,19,10.0,5.0,11.0,9.0,14.0,59,10,10,4,9,16,16,6,15,14.94470459300588,15.87661601270129,16.05894577744191,16.34615384615385,15.62628505633687,10,30,5,19:30,7,a,a,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
GÜLSEVİM(11) KG  K  ,21135,06/10/2015,Adana,4. Koşu:19:00,H.PARILDAR,H.PARILDAR,True,1,5y k k,151.69,14.45,1445,14,2.0,13,13,0,5,7,7,8,19,14.0,2.0,14.0,12.0,10.0,46,1,7,8,2,2,15,17,4,12.52554552046938,14.97192763568309,14.21464108031272,12.9139378286136,13.95622153665345,14,0,4,19:00,5,k,k,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
VOKAL(5) KG  ,21137,06/10/2015,Adana,4. Koşu:19:00,M.İLERİ,M.İLERİ,True,1,7y d k,138.52,2.5,250,4,20.0,1,93,76,8,10,10,10,28,4.0,14.0,3.0,11.0,4.0,89,14,12,9,9,15,13,10,10,13.71643084031187,14.10437235543018,15.0093808630394,14.66606498194946,14.05058209554396,4,76,4,19:00,7,d,k,sonbahar,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GÖNÜLVEREN(10) KG  K  ,21139,06/10/2015,Adana,4. Koşu:19:00,V.KIZMAZ,V.KIZMAZ,True,1,9y k k,139.78,17.3,1730,7,4.0,9,40,53,9,10,10,10,29,7.0,11.0,12.0,3.0,7.0,107,16,11,4,12,14,10,3,11,13.59278866790671,13.01236174365648,14.63652626443324,14.31477435395163,13.31823932876074,7,53,4,19:00,9,k,k,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MAVİ KIZ(10) KG  K  DB  ,21142,06/10/2015,Adana,3. Koşu:18:30,KEMAL KURT,KEMAL KURT,True,1,4y d k,106.9,15.85,1585,7,1.0,10,33,53,6,7,8,8,21,7.0,8.0,8.0,9.0,9.0,5,0,0,0,0,0,0,0,0,15.90271281571562,15.53518719900575,14.06573882143915,15.06510276552243,15.43606894777463,7,53,3,18:30,4,d,k,sonbahar,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SPECTACULAR GIRL(2) KG  DB  SK  ,21144,06/10/2015,Adana,3. Koşu:18:30,B.KILINÇ,B.KILINÇ,True,1,4y d k,106.58,4.8,480,4,11.0,4,73,76,10,12,11,10,33,4.0,4.0,6.0,2.0,3.0,63,4,10,9,10,6,15,14,15,15.95045974854569,15.54847236259038,15.77156138457707,16.07565011820331,15.97079625827059,4,76,3,18:30,4,d,k,sonbahar,1,0,1,1,0,0,0,0,0,0,0,0,0,0
ALARGA(13) K  ,21146,06/10/2015,Adana,3. Koşu:18:30,E.TUNÇ,E.TUNÇ,True,1,4y a k,110.1,30.4,3040,13,1.0,12,19,7,7,8,8,9,23,13.0,6.0,7.0,10.0,8.0,5,0,0,0,0,0,0,0,0,15.44050862851953,16.25609603601351,15.40323467928265,15.14798415287812,15.20681265206813,13,7,3,18:30,4,a,k,sonbahar,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SEVDALİNKA(4) SK  ,21173,08/10/2015,Ankara,8. Koşu:17:30,M.BAYDAN,O.Ş.İRTİŞ,False,0,4y d k,89.22,4.1,409,12,7.0,5,61,8,10,12,11,11,33,9.0,12.0,6.0,9.0,8.0,37,4,5,4,5,10,13,10,13,,15.69154898004932,16.42421398404505,15.83861287095699,,12,8,8,17:30,4,d,k,sonbahar,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ALL IN(3) SK  ,21206,07/10/2015,Elazığ,6. Koşu:16:30,Y.ARSLANPENÇE,Y.ARSLANPENÇE,True,1,8y d a,147.58,6.95,695,6,5.0,4,66,54,3,5,6,7,14,6.0,11.0,14.0,1.0,3.0,73,6,10,9,8,8,13,12,10,13.55197181189863,12.90010481335161,13.27668613913967,15.23577359640436,15.9638153518691,6,54,6,16:30,8,d,a,sonbahar,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SUMLE(3) KG  SK  ,21231,08/10/2015,Kocaeli,6. Koşu:20:30,İ.GÜNGÖR,İ.GÜNGÖR,True,1,3y a d,130.24,8.95,894,2,7.0,5,61,91,11,12,12,14,35,2.0,3.0,3.0,1.0,5.0,24,5,4,3,2,20,16,12,8,15.35626535626536,15.86385924430343,15.38043969962906,16.19695497246517,15.78073089700997,2,91,6,20:30,3,a,d,sonbahar,1,0,0,1,0,0,0,0,0,0,0,0,0,0
CHANTALLE RUA(4),21241,08/10/2015,Ankara,5. Koşu:16:00,M.BAYIR,M.BAYIR,True,1,7y d k,118.21,5.25,525,4,3.0,7,46,75,10,10,11,10,31,4.0,2.0,2.0,2.0,7.0,46,8,8,7,10,17,17,15,21,16.07309026309111,16.61523854735343,16.12629434730946,16.85325628987601,15.90623691921306,4,75,5,16:00,7,d,k,sonbahar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GÖKNAZ KIZI(9) KG  ,21251,08/10/2015,Ankara,4. Koşu:15:30,A.ÖZÇELİK,A.ÖZÇELİK,True,1,6y k k,144.61,20.25,2025,9,1.0,9,30,33,5,6,7,7,18,9.0,9.0,5.0,8.0,10.0,57,8,4,4,9,14,7,7,15,13.13878708249775,14.78925314271629,13.40293453724605,13.84954359458609,14.18188264492111,9,33,4,15:30,6,k,k,sonbahar,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ŞİRİN HANIM(10) KG  ,21281,08/10/2015,Ankara,3. Koşu:15:00,M.KESKİN,M.KESKİN,True,1,2y d d,82.66,8.5,850,10,4.0,7,46,25,8,8,8,9,24,10.0,,,,,1,0,0,0,0,0,0,0,0,14.5172997822405,,,,,10,25,3,15:00,2,d,d,sonbahar,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SÜPRİZCİ(9) KG  K  ,21286,08/10/2015,Ankara,3. Koşu:15:00,S.KANSU,H.KILIÇARSLAN,False,0,2y a d,79.88,13.9,1390,9,1.0,10,23,33,6,3,5,9,14,10.0,9.0,,,,2,0,0,0,0,0,0,0,0,13.37792642140468,15.02253380070105,,,,9,33,3,15:00,2,a,d,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
BABİL PRENSİ(9) KG  ,21351,07/10/2015,Elazığ,2. Koşu:14:30,C.TEPE,C.TEPE,True,1,5y a a,98.85,12.15,1215,9,2.0,9,25,27,8,8,7,8,23,9.0,8.0,8.0,10.0,7.0,17,0,1,0,1,0,5,0,5,12.13960546282246,11.84717148780729,13.05625068001306,11.54234598182081,11.7850408548083,9,27,2,14:30,5,a,a,sonbahar,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WARRIOR STAR(9) KG  DB  SK  ,21381,15/10/2015,Ankara,3. Koşu:14:00,M.İLERİ,M.İLERİ,True,1,3y d d,100.09,33.85,3385,6,1.0,9,38,61,8,10,10,10,28,6.0,9.0,10.0,15.0,12.0,15,1,0,0,2,6,0,0,13,15.98561294834649,16.05136436597111,16.24883936861653,15.6933079251205,15.99786695107319,6,61,3,14:00,3,d,d,sonbahar,1,0,1,1,0,0,0,0,0,0,0,0,0,0
ALVINA(8) K  DB  ,21388,15/10/2015,Kocaeli,3. Koşu:19:30,H.GÜN,H.GÜN,True,1,4y a k,89.44,41.5,4150,11,1.0,9,42,23,6,6,8,9,20,11.0,11.0,9.0,7.0,9.0,30,1,3,2,0,3,10,6,0,13.41681574239714,,15.62907007033082,14.96652225285546,15.37988311288834,11,23,3,19:30,4,a,k,sonbahar,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ONE BEYBİ(11) KG  K  ,21390,15/10/2015,Ankara,10. Koşu:17:30,O.BULUT,O.BULUT,True,1,3y a d,84.46,6.3,630,9,9.0,4,76,38,7,8,8,9,23,9.0,12.0,2.0,,,3,0,1,0,0,0,33,0,0,14.20790906938196,12.22493887530562,14.38503955885879,,,9,38,10,17:30,3,a,d,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
KOŞANKRAL(6) KG  DB  SK  ,21453,15/10/2015,Ankara,5. Koşu:15:00,M.İLERİ,M.İLERİ,True,1,3y k e,93.6,33.55,3354,13,1.0,11,23,7,8,10,10,10,28,13.0,13.0,13.0,13.0,,4,0,0,0,0,0,0,0,0,12.82051282051282,11.61647752658386,13.47708894878706,13.59503781119891,,13,7,5,15:00,3,k,e,sonbahar,1,0,1,1,0,0,0,0,0,0,0,0,0,0
FINISHER(7) KG  K  DB  ,21463,15/10/2015,Kocaeli,6. Koşu:21:00,O.İNCE,O.İNCE,True,1,4y a k,106.29,12.0,1200,6,3.0,8,50,61,7,8,8,9,23,6.0,8.0,5.0,7.0,5.0,23,3,2,0,2,13,8,0,8,14.11233418007338,14.41614608361365,14.00560224089636,13.89440254069075,13.90958768007948,6,61,6,21:00,4,a,k,sonbahar,1,1,1,0,0,0,0,0,0,0,0,0,0,0
GÖCEK GÜLÜ(10) KG  K  ,21467,15/10/2015,Ankara,5. Koşu:15:00,M.ÇİÇEK,M.ÇİÇEK,True,1,3y a d,81.35,3.75,375,3,14.0,2,92,84,14,14,14,12,42,3.0,9.0,2.0,3.0,8.0,5,0,1,2,0,0,20,40,0,14.75107559926245,14.17577966788173,14.58080194410693,14.57270740085355,14.25008906305665,3,84,5,15:00,3,a,d,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
FARFİRİŞKO(8) KG  K  ,21499,15/10/2015,Kocaeli,2. Koşu:19:00,H.KALINYILMAZ,H.KALINYILMAZ,True,1,3y a d,123.27,33.45,3345,12,1.0,9,42,15,5,8,7,9,20,12.0,6.0,10.0,,,3,0,0,0,0,0,0,0,0,13.79086557962197,14.28211375283542,13.76327172630751,,,12,15,2,19:00,3,a,d,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
BAŞROL(7) KG  K  DB  ,21505,15/10/2015,Kocaeli,2. Koşu:19:00,Ç.CANPOLAT,Ç.CANPOLAT,True,1,3y d d,115.88,37.1,3710,11,1.0,10,35,23,6,5,5,7,16,11.0,13.0,7.0,9.0,9.0,6,0,0,0,0,0,0,0,0,14.67034863652054,15.280506439642,14.13205621417916,16.13460873573816,15.79778830963665,11,23,2,19:00,3,d,d,sonbahar,1,1,1,0,0,0,0,0,0,0,0,0,0,0
VURALTAY(9) KG  SK  ,21545,08/10/2015,Kocaeli,2. Koşu:18:30,ONUR ÖZ,ONUR ÖZ,True,1,6y a a,96.99,2.15,215,10,27.0,1,92,25,6,7,8,8,21,10.0,2.0,13.0,3.0,6.0,15,4,2,2,1,26,13,13,6,12.37240952675534,14.5631067961165,14.34377241214439,14.49450416716995,14.02401612761855,10,25,2,18:30,6,a,a,sonbahar,1,0,0,1,0,0,0,0,0,0,0,0,0,0
BECENEAĞA(2) KG  SK  ,21557,07/10/2015,Elazığ,2. Koşu:14:30,F.YARDIMCI,F.YARDIMCI,True,1,5y a a,88.24,2.6,260,3,14.0,3,75,81,12,10,10,9,32,3.0,2.0,8.0,1.0,10.0,48,7,7,3,1,14,14,6,2,13.59927470534905,13.85178589096666,13.70645345516848,14.08285412510269,12.44444444444444,3,81,2,14:30,5,a,a,sonbahar,1,0,0,1,0,0,0,0,0,0,0,0,0,0
YALINAY(1) KG  DB  ,21563,08/10/2015,Kocaeli,2. Koşu:18:30,A.CAN İŞLEYEN,A.CAN İŞLEYEN,True,1,10y k a,90.5,10.3,1030,9,2.0,9,30,33,7,9,8,10,24,9.0,11.0,11.0,10.0,10.0,112,16,21,12,7,14,18,10,6,13.25966850828729,12.02525303136587,11.72562048075044,11.40403837123499,11.53336024450724,9,33,2,18:30,10,k,a,sonbahar,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SKYFRONT(4) DB  SK  ,21565,08/10/2015,Ankara,1. Koşu:14:00,S.KANSU,S.KANSU,True,1,5y d k,122.72,12.2,1220,9,,0,100,33,6,3,5,9,14,9.0,7.0,5.0,4.0,9.0,52,6,3,3,7,11,5,5,13,15.48239895697523,15.86829316671625,15.97309794031105,16.32162185379263,16.05780810919309,9,33,1,14:00,5,d,k,sonbahar,0,0,1,1,0,0,0,0,0,0,0,0,0,0
DARK PANTHER(9) DB  SKG  SK  ,21567,07/10/2015,Elazığ,1. Koşu:14:00,N.ALTIN,N.ALTIN,True,1,3y d d,135.15,6.5,650,9,,0,100,27,13,12,11,10,36,9.0,13.0,8.0,13.0,6.0,8,0,0,0,0,0,0,0,0,12.57861635220126,16.10738255033557,14.06579667109479,10.82167426760454,15.46619531595228,9,27,1,14:00,3,d,d,sonbahar,0,0,1,1,1,0,0,0,0,0,0,0,0,0
MAKE A WISH(3) KG  K    ,21572,07/10/2015,Elazığ,1. Koşu:14:00,M.CANPOLAT,M.CANPOLAT,True,1,3y d d,124.47,3.25,325,6,,0,100,54,2,5,7,9,14,6.0,13.0,1.0,12.0,13.0,9,1,1,0,0,11,11,0,0,13.65790953643448,12.53918495297806,14.44304025997472,13.66779224955781,14.98688647433496,6,54,1,14:00,3,d,d,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ALÇİÇEKTINAZ(6) KG  K  ,21683,14/10/2015,İstanbul,8. Koşu:21:00,M.HAMEDİ,M.HAMEDİ,True,1,3y k d,106.72,19.15,1914,16,2.0,12,29,6,7,7,8,10,22,16.0,9.0,8.0,5.0,1.0,5,1,0,0,0,20,0,0,0,13.11844077961019,13.73626373626374,14.05930470347648,14.1025641025641,15.24601524601525,16,6,8,21:00,3,k,d,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DELİ SERVET(16) DB  SK  ,21699,13/10/2015,Adana,9. Koşu:21:00,Y.ARAS,Y.ARAS,True,1,4y d k,89.04,94.85,9485,17,0.0,18,0,0,5,4,5,8,14,17.0,11.0,8.0,18.0,15.0,27,2,0,4,2,7,0,14,7,13.47708894878706,14.90868430860977,15.220700152207,11.62415240555376,12.98790074509536,17,0,9,21:00,4,d,k,sonbahar,0,0,1,1,0,0,0,0,0,0,0,0,0,0
CHEEKY DOE(15) KG  DB  SK  ,21707,13/10/2015,Adana,9. Koşu:21:00,S.ALKAN,S.ALKAN,True,1,4y d k,77.83,78.5,7850,10,0.0,17,5,43,3,5,4,6,12,10.0,15.0,6.0,11.0,8.0,14,1,0,2,1,7,0,14,7,15.4182191956829,14.15059209056379,14.69110028608985,14.95513459621137,15.08295625942685,10,43,9,21:00,4,d,k,sonbahar,1,0,1,1,0,0,0,0,0,0,0,0,0,0
CHITARRA(13) SKG  SK  ÖG  ,21738,13/10/2015,Adana,6. Koşu:19:30,S.ALKAN,S.ALKAN,True,1,3y a d,81.97,42.4,4240,14,0.0,13,29,18,3,5,4,6,12,14.0,10.0,13.0,11.0,10.0,11,0,1,1,0,0,9,9,0,15.85946077833354,15.76848158797885,15.85204755614267,15.45595054095827,16.00426780474793,14,18,6,19:30,3,a,d,sonbahar,0,0,0,1,1,0,0,0,0,0,1,0,0,0
FAIR STORM(12) K  ,21739,13/10/2015,Adana,6. Koşu:19:30,KEMAL KURT,KEMAL KURT,True,1,3y d d,81.03,14.35,1435,13,2.0,10,47,25,6,7,8,8,21,13.0,15.0,16.0,9.0,6.0,22,1,3,3,1,4,13,13,4,16.04344070097495,15.43490103504631,14.24095699230988,13.83629478590155,16.65812403895438,13,25,6,19:30,3,d,d,sonbahar,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DOĞAN MAHMUT(1) KG  SK  ,21762,13/10/2015,Adana,4. Koşu:18:30,M.İLERİ,M.İLERİ,True,1,5y d a,81.41,13.65,1365,8,4.0,8,58,56,8,10,10,10,28,8.0,10.0,1.0,10.0,4.0,55,8,7,9,3,14,12,16,5,15.96855423166687,15.56866601114389,16.14273576890399,16.32082070412683,16.43047853768741,8,56,4,18:30,5,d,a,sonbahar,1,0,0,1,0,0,0,0,0,0,0,0,0,0
KAFKAS DESTANI(10) KG  DB  ,21785,13/10/2015,Adana,3. Koşu:18:00,HAKAN YILDIZ,HAKAN YILDIZ,True,1,3y k d,101.38,14.45,1445,8,2.0,6,70,56,8,9,10,10,27,8.0,7.0,10.0,,,3,0,0,0,0,0,0,0,0,12.82304202012231,13.91627043952221,13.8217000691085,,,8,56,3,18:00,3,k,d,sonbahar,1,0,1,0,0,0,0,0,0,0,0,0,0,0
NASİPLİBOL(4),21802,13/10/2015,Adana,1. Koşu:16:45,MAHMUT TURAN,MAHMUT TURAN,True,1,3y a e,102.66,4.4,440,9,7.0,4,82,50,8,9,10,10,27,9.0,4.0,6.0,5.0,3.0,7,0,0,2,1,0,0,28,14,12.663159945451,14.0525348610961,13.43827990017278,14.55930115354463,13.63171646029762,9,50,1,16:45,3,a,e,sonbahar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RODOPLU(6) DB  SK    ,21816,14/10/2015,Elazığ,7. Koşu:17:00,H.ALTUNKILIÇ,H.ALTUNKILIÇ,True,1,6y d a,103.69,5.4,540,8,11.0,4,69,50,10,10,10,10,30,8.0,1.0,7.0,5.0,1.0,42,10,8,5,3,23,19,11,7,14.46619731893143,15.04362651689901,13.95212219121751,14.92537313432836,14.79581771552574,8,50,7,17:00,6,d,a,sonbahar,0,0,1,1,0,0,0,0,0,0,0,0,0,0
